,Time,r,theta,vx,vy
0,0,90.30523063907647,0.4291837794323704,0.284626145284885,-0.4746762338771953
1,1,89.54591972481771,0.4425610485960588,0.3138951784497235,0.06150839363842056
2,2,89.54871409484302,0.4495957346523416,-0.12039485390706149,-0.6211207712560984
3,3,89.13475516709492,0.6921649850432872,0.044411885140806566,-0.03521265854959065
4,4,89.64175243202361,0.7919358103025514,-0.2669020043961967,0.248188896164934
5,5,89.37815545004432,0.5924474983437417,0.007149268813408118,0.39869972323804803
6,6,90.37671593419721,0.6818573336445953,-0.2650371752858387,0.15391712030414656
7,7,90.64031284245496,0.35110701964506963,0.013951990797905729,-0.11562067443812372
8,8,90.08094332155117,0.36738501419074315,-0.14513029527666,-0.30954567678644884
9,9,89.91633832797622,0.5005934164124849,0.12463213474345936,-0.04499090821244255
10,10,89.79473202608776,0.6805841174879645,0.5921486519734466,0.42921841721846854
11,11,90.09324487943843,0.532944880838904,0.04737329349612837,0.2650885442703962
12,12,91.21516533124904,0.9221308423536347,-0.602149302417881,-0.4581750880138839
13,13,90.08208069208705,0.6229806441497379,0.33533551024652986,0.5185116798697649
14,14,88.77923547073844,0.9026721755431595,-0.04869378105824679,1.1595007056675222
15,15,89.90840766004668,0.7026328366765877,-0.48355902079863367,-0.5995035304086589
16,16,90.33897980291084,0.34515472174105244,-0.05649597071924383,-0.2689861231176251
17,17,90.07397157661133,0.6603515746622374,-0.061496816398276935,-0.764550428362108
18,18,89.7831447754558,0.4517774916829076,-0.18418370314427412,-0.8007133639262349
19,19,89.479828501083,0.4016167832481725,-0.01691967123519386,0.45956390610644393
20,20,89.72994096357974,0.48179080495007276,0.6947844427291242,0.0546401430435029
21,21,90.28656334695653,0.6279150623827546,0.3451666168943257,0.15614395892033378
22,22,89.08056526890478,0.7335444601010863,-0.23216649689857413,0.2316165094804148
23,23,90.2627277313128,0.7153144652320962,-0.058306291722264196,-0.039390268890720975
24,24,89.39515388195602,0.5861226658003241,0.23526005415515658,0.20810303975289002
25,25,89.61673441535201,0.3569682259246141,-0.14684956426871765,0.6156573357637469
26,26,90.04672597896493,0.44321068825697674,-0.03530818705083267,-0.5798460902612569
27,27,90.02052164290643,0.6655659706122393,-0.3110181430689305,-0.25634969370485383
28,28,90.02309677362652,0.16505860696226526,-0.14522751742959294,0.0869388424908087
29,29,89.9129413204487,0.43295493760471615,-1.219173029953608,0.3718036617094262
30,30,89.87201164076407,0.3572726541417436,-1.392831192981785,-0.1287918633805239
31,31,90.45020866090512,0.5337027205005863,-1.3950811750136036,0.8585643708569672
32,32,90.10867207891579,0.56207189409667,-1.355168962010119,-0.22246418625060072
33,33,90.15042548069857,0.5155579496520519,-1.1772605776361011,-0.5323175243641909
34,34,90.20879072312088,0.7215054929826938,-2.167583194006204,-0.3374634211925458
35,35,90.8309809731356,0.27687758326886425,-2.233656877754984,-0.31808181257663126
36,36,88.86390657064544,0.19329561143087914,-2.427507034108393,0.3453764853564265
37,37,89.17068543596693,0.5430035204639392,-2.9131819027342303,1.0497437092658108
38,38,88.74948827306726,0.44536951670188474,-3.396471206264051,0.12530845253499956
39,39,89.64224575476439,0.26595563967867036,-3.210194236098529,0.08226051608966015
40,40,89.5409426224407,0.5171090859447885,-3.8579244798380556,0.5838630763869055
41,41,88.5964541480802,0.5440313421002628,-4.3338163908956355,0.4926247375428967
42,42,88.64475741871608,0.6176421981950782,-4.8001260189686805,0.4648565598619677
43,43,89.15452253640662,0.3720742146536361,-4.477102634933557,0.5102848369116717
44,44,88.52891834895273,0.4065618837438526,-4.827855954373666,-0.05905127062368476
45,45,87.83286508737197,0.4639134242803104,-4.684797471634428,0.4181160750228252
46,46,87.1763525426751,0.2543664419446959,-6.062332349103159,0.5754027988927867
47,47,87.50240828508663,0.7362703593039606,-5.775475735122002,0.43814173601953393
48,48,87.25908451396893,0.4654084120769588,-5.8648141821477,0.3158582915345737
49,49,87.23679431100508,0.19478606776793678,-6.956672371885648,0.6969340780278621
50,50,87.19518065172235,0.2331355998057541,-8.040489613084159,1.545798177352695
51,51,86.38380216106421,0.5444834297451163,-7.425413411300399,0.7196842622259161
52,52,85.75808761111652,0.5359737084393164,-7.467120397437972,0.716586846085792
53,53,85.87851113511974,0.6194120360258525,-7.825595660261492,0.8474453475690863
54,54,85.33483556103525,0.1682340762657945,-8.129291185458682,0.810373792176592
55,55,85.49681211445088,0.3765341194458569,-7.8426250380852025,1.469464815842831
56,56,85.04006671054657,0.3873047296118149,-9.385599511687074,1.4614690369272592
57,57,84.78888161994013,0.3581815509513784,-9.200585903075783,1.2233283557356118
58,58,83.64937165052362,0.2386896495872354,-10.03993360197159,0.5561327653511795
59,59,83.76702431308486,0.5705024436198569,-10.11965717881866,0.6751442675699589
60,60,84.15793313292266,0.10330753133287024,-10.256326549547401,0.5595721048839167
61,61,82.5458310404096,0.7374818516575403,-10.603484221782052,0.21163896377311686
62,62,82.21008319550181,0.4784329959332251,-10.308612206437846,0.9975494986597413
63,63,82.21979880514726,0.4186350194133116,-11.220523582819613,0.1454897153657034
64,64,82.22806322371619,0.6419946305148327,-10.744374516341239,0.4690490746190615
65,65,81.96667233407402,0.5689254719803399,-11.560444945700384,0.6408631775154024
66,66,81.74030390176301,0.3559920903616527,-12.281499225994473,-0.1844729642149212
67,67,80.85667996912602,0.167114519129333,-12.751112092141147,0.045601141008799445
68,68,80.32926325429301,0.5248043148517558,-12.867300369087411,0.403608221645315
69,69,80.40967287517326,0.3836213368082508,-12.877210934468165,0.38900901660572057
