,Time,x,y,vx,vy
0,0,0.7060600437343337,-0.6572689382183899,0.16318934183819556,-0.2969301977713798
1,1,2.0056826124412486,-0.5023419296616787,-1.852647080783159,-0.447754816750541
2,2,-0.4856637526275949,0.10611327869154497,2.393901407957202,0.6544267941598597
3,3,0.7964660154460798,-0.04657170291286494,-0.016267275520475355,-0.46822801196851543
4,4,-0.4505391686462578,-0.21311297786254924,-0.5812141428471134,0.4928068887793882
5,5,-1.3423668454372515,-0.7815594009223757,2.1285785331405354,0.5766338357422567
6,6,-0.4306483479633957,-0.7484501892183473,0.40323234241590233,-0.2916511918457046
7,7,-0.8707467829688815,-0.4938600761990797,-4.72488580511445,0.5686090632216412
8,8,0.5395772029842238,-1.4727733673041177,-1.961554648872166,0.7386540491217265
9,9,2.625737508338644,-2.3787508129541335,-4.722897953128646,0.5543506308492672
10,10,1.041037818054624,-2.5190583596052027,-3.984644513761712,-0.563773661966419
11,11,-2.7600131467454654,-3.163859396154798,-4.220909092198472,-0.15541468964014044
12,12,1.5886433089237442,-2.0808007071864045,-5.48818140387479,0.04212044105256113
13,13,1.8404446383550221,-3.5848176519747574,-3.3017886051420566,-0.575546439623916
14,14,1.8368951282570618,-4.440895888654985,-8.225748730924654,0.7918700812360655
15,15,0.5284878487703847,-4.496561173247531,-7.055806609033336,0.7999042244164052
16,16,-0.7516661981395716,-4.308041408116406,-4.387870691433257,-0.4280299466255222
17,17,-0.37128425809143,-5.82903936951003,-7.108009754027459,-0.0986350208136344
18,18,-2.57986354645356,-5.996384804534452,-8.143830754790109,0.45657429263350074
19,19,-0.5925201822890866,-5.988303195860927,-5.151284842900729,0.44467152208613603
20,20,0.9761399171658312,-7.090682005351237,-8.86112742982702,1.0103308654540857
21,21,-1.3946325394006505,-7.753610069776791,-5.666679616682567,0.602939996908588
22,22,1.647899604219342,-8.590887023489593,-6.207040446232456,0.7660158992827584
23,23,-0.20566648851157399,-9.224857838066258,-7.214494417807932,-0.7840897300921117
24,24,-0.18631224540600289,-9.505659406580337,-7.786735013871728,-0.18603289510677912
25,25,1.921397870309812,-10.840821755704352,-11.043906307601357,1.2714958426048564
26,26,-0.8792632806365248,-10.748024272348646,-7.320523301109456,0.791291662709249
27,27,5.222603542586929,-12.655081504157842,-8.142945687741069,1.3730605971548826
28,28,2.877200662840016,-13.779666187373639,-8.519110053056087,0.020886925762038544
29,29,3.7110916245150447,-14.505190566868208,-12.031878033922897,0.4654803555231585
30,30,-3.7708273297789363,-15.118286054077053,-8.111346764868044,0.9151173996533626
31,31,1.5984152021349756,-15.986219299362242,-7.376726987865166,-0.21391161233528444
32,32,4.5758206063554,-16.94028472664847,-13.017402623751957,0.5324151105520087
33,33,-0.6681995398542582,-18.405648881880257,-11.012124631566122,0.8744210461333406
34,34,3.671486482540649,-19.265606722871272,-8.360364329131148,-0.4100451604357072
35,35,4.631628919073858,-20.318991635116312,-10.544137996460606,0.0505198978811775
36,36,2.899747676174546,-21.00729394562861,-13.144470608673576,0.8190215820770845
37,37,6.960023343660454,-22.72772660990396,-8.709374089691966,0.2652893585240246
38,38,3.1113589258602024,-24.221198900018347,-13.44442208692537,0.5098095514992083
39,39,2.0507924038470593,-25.403150355582472,-13.497034290128811,0.03069147850367629
40,40,2.667206042016057,-26.46375748256299,-10.684489917825061,0.14464030261851982
41,41,2.1955450302896877,-27.886383365456513,-9.57403964097784,0.15788262280428594
42,42,2.36955383975923,-29.97220112655649,-11.874497651009213,0.3828478122012728
43,43,4.788605446665356,-31.35518300236036,-15.499411434237826,0.7647955426065047
44,44,-0.12935172337978873,-32.557203987410155,-13.191582430219285,0.15135421214258749
45,45,6.089217296374237,-33.71183683577439,-16.267158961135245,0.8243960677989739
46,46,1.667808179874928,-34.539871413048715,-12.58060256633229,-0.35316681347202983
47,47,2.8000295415454124,-36.97548646927863,-10.872947182109682,0.01069912301110909
48,48,3.7395820134831714,-37.99390594313906,-14.485185164931005,0.2732098833446658
49,49,5.699875844735125,-39.88968776305112,-14.559401659566435,0.11888247569924809
50,50,4.197142432576731,-40.124480123248546,-11.128990633968254,1.0187114340449779
51,51,4.314928540924374,-42.39921236435969,-17.093185804592117,0.44795909535225187
52,52,2.876321832951615,-44.87348184074182,-15.076353042662145,0.365756080688119
53,53,2.7984084483975975,-45.52017217137772,-15.966477302500678,0.5537122241690269
54,54,1.7435147216197489,-47.57504625392289,-13.98164068486501,0.47157591676419564
55,55,1.5156760425485856,-48.37165809215167,-17.894563347606844,1.600268003548325
56,56,3.9716110899538437,-50.27474826475988,-11.80379108076654,-0.2639424747488926
