,Time,r,theta,vx,vy
0,0,90.28081210348165,0.2721970432230422,0.05794512057389598,1.7097761997766092
1,1,90.1920140455135,0.6593591083331917,1.0516446660703578,1.5169377658983867
2,2,90.22489339515593,0.21919705752075286,1.6453163947344789,2.6923963333116356
3,3,90.13214181145798,0.7804427501690089,0.26843211667954486,0.5037411219943774
4,4,90.04903152697149,0.47103877655569243,-0.04373519234210269,-0.8856195946209923
5,5,89.89998058608835,0.34457217782591393,0.14979987210026388,0.48066004825738995
6,6,90.17309171460688,0.6824033845128508,1.2388362340288028,-0.8838755147431723
7,7,90.04761557149925,0.610501963877623,-0.5743358772930106,-0.9617556446980551
8,8,90.06422854961842,0.5786291162715228,-0.5665496794566903,0.14085077248275524
9,9,89.98273687481625,0.7651047090040495,0.2986011460278384,-0.710414755246678
10,10,89.95746272604934,0.7660781031640846,0.4754743271159601,1.021661729997517
11,11,90.31150024830842,0.594368393362944,-0.5955279836362828,-0.8443853177861405
12,12,90.0149912142128,0.547811807234949,0.26487192050240754,-0.49938985052708973
13,13,90.20817764388596,0.5863769232281028,0.22989191125962433,0.39336500488428805
14,14,90.1838949585645,0.359313479253071,-0.5966882402603048,-1.198967732720302
15,15,90.19604395604539,0.7611058627008607,1.1401831370726994,1.2992386694073357
16,16,90.05613560287206,0.9356953671391622,1.2082749307810392,-0.9184068232303407
17,17,90.21262799883205,0.4827145327116979,-0.5290353921046419,-0.6458314546493411
18,18,90.05837023945945,0.7581232411123262,1.0733893006133917,0.6953205436212672
19,19,90.10897733933143,0.634204956673402,0.24100000623462675,-0.4246865140549887
20,20,90.19079646108136,1.0879267215057498,0.0306463899004326,1.2151601204212488
21,21,90.0888781940081,0.3517226938892015,0.8316773045070864,-0.1661395565840957
22,22,90.25158600816665,0.5257484673562525,-0.3547740568015705,0.0178981192495254
23,23,90.2210107452366,0.6636730046344697,-0.1345873774778123,0.15374719478451318
24,24,90.25773324384859,0.637119481681716,0.7145917768948706,-0.13780326087396913
25,25,90.24666875591868,0.9886865363644034,0.09670861252200444,-0.18797014876104767
26,26,90.26371584470415,0.231720716802293,0.5396080580666351,0.23256264358117168
27,27,90.09437724078515,0.8986298669445636,-0.4529825122914064,-0.05077830454166558
28,28,90.06889831098923,0.5068290678693981,0.19512595946322475,0.2627241785265855
29,29,90.13759724693065,0.6819373390123127,-0.02943158115057054,-0.574613223243268
30,30,90.00534615005932,0.11890308230697744,-1.8751654753793905,-0.8308076298573689
31,31,90.02834019227097,0.7644371451417318,-2.405514679278385,-0.081137226168365
32,32,89.81081588472277,0.4544338877736983,-1.7511980777287657,0.9102819784456527
33,33,89.86885674940415,0.47789201960108196,-1.0889245685392992,0.14942508009612104
34,34,89.5493824415578,0.5408835201492389,-2.086654277142792,1.016830288265381
35,35,89.6019235981063,0.53357620453208,-2.8397705424035307,0.8506874691276848
36,36,89.53575655187662,0.5567922880283277,-3.069771132105153,-0.5230251328692639
37,37,89.28976255102718,0.40112224930716545,-2.4996676037725036,0.12121903418094582
38,38,89.09661326410497,0.7142823238923468,-2.4851882502294287,-1.1084278317274467
39,39,89.04082743360645,0.10385399577190291,-2.703776893009404,0.06421137368048963
40,40,88.8274438280227,0.9633402635315165,-2.8290568210897664,0.7911977244915613
41,41,88.7331962885364,0.7852961498235628,-4.501627140085569,0.7918002896812575
42,42,88.37605114090097,0.5138262187066999,-4.99028731563719,-0.31422806400546976
43,43,88.24919404444475,0.2649670113365211,-4.378750694360449,1.1935148526268886
44,44,88.06575963449546,0.6399152582141086,-5.707198924161683,0.7609438670489355
45,45,87.7514675496331,1.0378261590499593,-4.9077610285732245,-0.040490432198472925
46,46,87.71854940611328,0.39465314902316395,-5.361312609914193,0.08652138750034799
47,47,87.62322333858272,0.35328354702348674,-4.775403402739029,-0.8578280219153658
48,48,87.23939840849101,0.6574999654993103,-4.653869498973043,0.4845258869263202
49,49,87.0098848292668,0.7905343055606769,-6.659261948679196,0.8138882619401326
50,50,86.77895093269831,0.5960147676130826,-6.603266614833719,0.8901297247794819
51,51,86.35523451396601,1.0524990675964694,-6.965731287967603,1.727145045019398
52,52,85.9410829841205,0.509407328757457,-8.998180522890928,0.3280845506924553
53,53,85.90861419472972,0.31478285566538605,-6.561738618881593,0.3322286415465557
54,54,85.46315361255843,0.5255970109378433,-8.383143647345038,0.9408578639963794
55,55,85.05242521094347,0.1548699062052138,-8.780665558346591,1.3398533828360213
56,56,84.59052767660037,0.18689077954011613,-9.589623706973038,0.37711080823374116
57,57,84.42666254912409,0.745054349535301,-8.38659801697076,0.3290460691828935
58,58,84.4486644314624,0.529259140206717,-9.745638721559994,1.2654429682129664
59,59,83.88900539823875,0.414384720857311,-10.786722386610212,-0.6948639358721647
60,60,83.34221295990113,0.40640243663585285,-9.855533172744542,1.9128883747694132
61,61,83.19448257566245,0.31495725002084357,-9.603418648647668,1.405224688440443
62,62,82.85247374737112,0.45042676531386594,-11.24025532875813,-0.3309857734968237
63,63,82.42445883627906,0.5532422366347806,-11.632954894515422,0.4536767067143258
64,64,82.19588981450649,-0.04050687664314051,-11.093913251269433,-1.1051340488030212
65,65,81.79836816601377,0.5018644418422186,-11.678196809611228,0.6354709406371692
66,66,81.26281855297619,0.48081348995350015,-11.760571754539464,-0.43682257368910604
67,67,80.90945145417741,0.2781866153941906,-13.986013236133402,0.3336061347802908
68,68,80.697453829641,0.24038295293339512,-12.534847840485487,0.5586272572974469
69,69,80.25076241505586,0.18047498146127444,-12.031769888166803,0.2369604082486529
70,70,79.99353566881389,0.29000092601386823,-13.25858415086547,1.2131300350709027
71,71,79.72451815082611,0.15347867672575174,-12.385126566496055,-0.33556278989463617
72,72,79.47077572853232,0.02721508160390218,-13.109005762093615,0.5445788257279874
73,73,78.96936016758494,0.3862722778255519,-12.639317170095612,-0.10981579032279931
74,74,78.87672431497064,0.4234318538642138,-14.00055355143815,1.1916930267046515
75,75,78.89585921719406,0.14973803298695973,-12.96579161052791,0.0211982500277072
76,76,78.64743878585337,0.03322243988724219,-13.08781709537304,1.56252758222783
77,77,78.45527691947805,-0.027674732670700586,-15.277612607398064,-0.9958748270487705
78,78,78.15393275941351,-0.024807404621020268,-14.646005043500377,-0.6412789763825468
79,79,78.10836449504122,0.17325981900098103,-15.763078591651544,0.2498866586613182
80,80,78.15129554829096,-0.0351931342620901,-15.322060939736637,0.4337799762868436
81,81,78.09720752926704,0.13741918443091256,-14.245772623557729,-0.394299534741039
82,82,78.0222552408244,0.19242212851792798,-15.37624438458484,-0.2863674942050055
83,83,77.8285121907106,-0.09953350155525287,-15.77503729787601,1.7916124342221467
84,84,78.02818104116966,0.05830462249757014,-17.325289133168233,0.5734542801666871
85,85,77.8589505748961,0.008221700693700273,-16.07804986507752,0.35782056800388023
86,86,78.11085492054069,-0.20078091817380125,-16.928534333820718,0.619648637059296
87,87,78.15805634214396,-0.06069450322140311,-16.725958392269042,1.6778059598631958
88,88,78.29731823878979,-0.013441215648345224,-16.233551541366847,1.0001323624789769
89,89,78.68461581152208,-0.4730284859534369,-17.90544657008514,-1.0702099649370904
90,90,78.84428175049807,-0.3072568975430323,-15.415361215886069,-0.33977524700445233
91,91,79.11022475327955,-0.21516653292038776,-16.899304301140347,0.10658462607673158
92,92,79.26634081801323,-0.11944781217402409,-15.895973884332204,-0.6441158084318157
93,93,79.82897610490102,-0.09242320803821845,-16.394945347018172,2.385757996429261
94,94,80.2706377867311,-0.4081794766497343,-16.30409017957674,0.7629803617039865
95,95,80.71432370792279,-0.2767345968783729,-15.235945375035788,0.49044390630713164
96,96,81.13730161896126,-0.07514926548240536,-14.717790296190662,0.6280860369506278
97,97,81.42299935477881,-0.4346112305772445,-13.297941187000928,1.283109130790899
98,98,81.84826038996614,-0.07637307545709238,-13.136850806698774,0.8288763906096335
99,99,82.31880209468333,-0.4395054603352151,-12.875822976073854,1.0743256016865645
100,100,82.62501965876343,-0.23964356533388415,-11.958308183725363,2.0006049680319475
101,101,83.02587110332072,-0.5328076719298454,-10.822656639070548,1.3883771675096457
102,102,83.33068164030023,-0.13355117458695548,-8.516919094303354,0.06788787974788843
103,103,83.68643411107065,-0.303423636625076,-9.582742567117798,0.5867726295396134
104,104,84.15724699094139,-0.19842622309369262,-10.736375742889075,0.15436481321472936
105,105,84.64605162835612,-0.4237477767228029,-8.483559359586149,0.47483332559250135
106,106,84.97579006379756,-0.08006359366062371,-9.392559510474099,-0.0051659880706568795
107,107,85.49042076304235,0.010258957751006825,-9.691055060776165,0.23983960511188793
108,108,85.78719650322827,-0.2661571421644874,-10.457128454728313,0.6458611894691283
109,109,86.30165761705898,-0.42727633042589674,-9.87541173451137,0.46890069266989576
110,110,86.77216946629719,-0.5501352480383032,-9.896501572954834,-0.3990361054025504
