,Time,r,theta
0,0,0.5852991610293288,1.951475741549886
1,1,-0.6976167620730321,1.3744542690250354
2,2,1.1915295369921695,0.8327635667183061
3,3,2.5675216259209774,1.7781206808219545
4,4,2.781010918979224,1.53249221888804
5,5,2.0894106113030237,1.8494526789934802
6,6,4.504271945716525,1.9526304359113156
7,7,2.6591447824083065,1.8034973888468977
8,8,3.8115312888770148,1.8960744625854633
9,9,4.352161904532631,1.5170563803599895
10,10,5.378217417210694,1.3606389585490941
11,11,7.058441400655324,1.228725145706393
12,12,9.586102526035932,1.1497467971600852
13,13,10.005382968704167,1.4400638109486816
14,14,12.804554868717473,1.7150431661164505
15,15,12.94155181928104,1.7042053634593588
16,16,14.66093030567016,1.5486792665309637
17,17,17.660446227716598,1.7818867173429653
18,18,17.704946942841993,1.5837606072525614
19,19,23.197092156921833,1.4647240536638073
20,20,25.24304743651236,1.0828491211840543
21,21,27.29319087380345,2.1626738709762234
22,22,30.162673198731966,1.192179242592246
23,23,29.729782682324487,2.223691938944256
24,24,33.28086989346359,1.5084215944424624
25,25,36.89229373618924,2.3256949202290818
26,26,39.68030586213528,1.5298409124977181
27,27,42.43151111047568,1.904550690068
28,28,47.693777929943984,1.2729591027001166
29,29,51.487258307092205,0.9206442017965357
30,30,52.943594247169926,0.9856745628717867
31,31,56.06943859430648,1.713953824445369
32,32,59.82348458579657,1.7145321545161172
33,33,66.52354946767262,1.4524064910540897
34,34,71.93601793755563,1.5519876453048207
35,35,74.89778595508905,1.5609553423789542
36,36,78.04792496665853,1.1662094923668134
37,37,82.89290765927718,1.321899425907467
38,38,87.86597821995666,1.8225597578411152
39,39,94.11949519790792,1.2632705858480802
40,40,100.99229221775963,1.7620051568042114
41,41,106.5442164375151,1.7156548250481471
42,42,110.95174846444851,1.658839257034914
43,43,118.96778364291622,1.634647242091984
44,44,121.67024305071138,1.3339332484008757
45,45,129.93363075155443,1.4806712348651994
46,46,135.72062347720808,1.052181855260089
47,47,144.2624795141522,1.9775007207069912
48,48,151.33969368563956,0.9661275194367833
49,49,156.20008608040985,1.9082198217315134
50,50,164.23719987726702,1.8248354905704478
51,51,174.68364295647626,1.5542146831823132
52,52,180.90253316819215,1.6012381716414472
53,53,185.84124727837607,1.3838548066175305
54,54,194.99732444857835,1.5057785282412957
55,55,200.7383017126195,2.2000319674542737
56,56,204.59150240882207,1.5738565262152533
57,57,210.97191854208424,1.4048623587376903
58,58,214.1089847412393,1.514202918899268
59,59,217.1648308323502,1.7798834480250205
60,60,223.2999246306314,1.2850724430893663
61,61,226.0227080775262,1.8379444259792708
62,62,230.44953202493596,1.4153453451912519
63,63,232.17599615363622,1.7376570948672332
64,64,235.28236394053317,0.9934408320020819
65,65,238.02809547476966,1.1463199672034108
66,66,238.95408368516104,2.1174792851211808
67,67,241.02164563673708,1.221924561612687
68,68,240.24769439916145,1.3640588498303052
69,69,242.2142861084693,1.0272080703854827
70,70,244.64022643635187,2.0320677877719975
71,71,244.35619941299797,1.359606180997695
72,72,242.86954055977404,2.4548873751724916
73,73,241.75824390541493,1.8790349949182272
74,74,246.40871163174177,1.9436250834406086
75,75,244.29817158901346,1.7610196049323779
76,76,244.16715072727678,0.8649338664042485
77,77,245.92144585379435,1.7365760852943537
78,78,244.39338514298302,1.9065056565981453
79,79,244.46270930111896,1.722827838490594
80,80,244.51335041046644,2.5136155198095844
81,81,245.98219074685608,1.8325599202876592
82,82,244.449846597819,1.466107305799301
83,83,243.24927519920615,1.2039999216031312
